Time,Latitude,Longitude,Depth/Km,Magnitude,errorMag
29:27.9,42.7798,13.1802,8.7,2.1,0.174945679
04:47.0,42.9828,13.1218,8.7,2.6,0.174955679
12:07.7,43.0068,13.0743,8.9,2.6,0.174965679
13:15.4,42.8333,13.0797,10.7,2.3,0.174975679
53:38.4,42.9918,13.1227,9.3,2.5,0.174985679
06:43.4,42.62,13.2998,9.9,2.4,0.174995679
11:37.0,43.0672,13.0657,8.9,2.7,0.175005679
13:21.4,42.6923,13.2337,13.5,2.3,0.175015679
30:58.6,42.7713,13.2358,12,2.6,0.175025679
49:40.6,43.0245,13.1248,7.7,2.2,0.175035679
51:28.2,42.6988,13.1478,12.3,2.7,0.175045679
52:55.1,42.8993,13.2078,9.8,2.4,0.175055679
00:54.1,42.9592,13.0663,10.1,2,0.175065679
27:54.8,42.7833,13.1082,11,2.7,0.175075679
57:56.8,42.8753,13.1857,8.9,2.4,0.175085679
15:38.8,43.0212,13.1042,8.6,2.6,0.175095679
21:58.0,42.785,13.075,10.9,2,0.175105679
39:19.8,42.9648,13.1548,10.8,3,0.175115679
55:29.6,42.8112,13.2133,12.7,2.1,0.175125679
09:40.8,42.9777,13.152,8.1,2.6,0.175135679
10:35.3,42.983,13.1603,9,2.2,0.175145679
19:14.2,42.698,13.2282,12.2,2,0.175155679
20:19.8,43.0845,13.0763,8.1,2.8,0.175165679
28:26.3,43.0147,13.1062,8.5,2,0.175175679
33:45.1,43.0082,13.0848,8.7,2.5,0.175185679
34:38.0,42.6662,13.1863,11.2,2.2,0.175195679
00:12.3,42.9567,13.1957,7.6,2,0.175205679
06:41.6,42.7032,13.1177,10.2,2.2,0.175215679
13:47.1,42.9908,13.0477,7.7,2.2,0.175225679
36:39.5,42.9477,13.1267,11.4,2.1,0.175235679
42:55.3,42.7933,13.1763,9.8,2.2,0.175245679
46:23.8,42.7992,13.1155,12.3,2,0.175255679
19:09.9,42.9363,13.1372,10.1,2.3,0.175265679
23:41.9,42.9808,13.161,9,2.2,0.175275679
24:41.2,42.972,13.0323,10.9,2.2,0.175285679
26:13.2,43.0078,13.0767,8.3,2.2,0.175295679
31:03.2,42.5465,13.2878,16.3,2.5,0.175305679
32:12.2,42.6927,13.2358,10.7,2.9,0.175315679
32:56.9,42.7313,13.2223,10.2,2,0.175325679
39:22.1,42.9563,13.1287,8.6,2.2,0.175335679
16:15.8,42.6677,13.1733,10.8,2.4,0.175345679
17:36.0,42.7933,13.1145,11.4,2.7,0.175355679
34:13.4,43.0073,13.0768,9.3,2.2,0.175365679
53:09.6,42.8298,13.2223,12.1,3.1,0.175375679
01:48.2,42.9187,13.0312,9.6,2.2,0.175385679
12:58.4,42.9418,13.2033,9.1,2.2,0.175395679
21:45.0,43.008,13.1427,6,2,0.175405679
37:52.5,42.9187,13.1373,10,2.5,0.175415679
46:19.0,43.0072,13.0632,9.4,2,0.175425679
58:53.5,42.98,13.161,7.7,2.2,0.175435679
07:57.2,43.0148,13.1402,8.1,2.3,0.175445679
22:32.2,42.9363,13.2088,6,2.3,0.175455679
31:15.4,42.848,13.0873,11.4,2.2,0.175465679
11:07.9,42.9417,13.1532,8.3,2.4,0.175475679
33:57.2,42.7968,13.1962,7.6,2,0.175485679
49:04.3,42.7648,13.1512,10.5,2,0.175495679
51:12.0,43.0693,13.0572,9,2.2,0.175505679
52:03.2,43.07,13.0617,8.9,2.1,0.175515679
59:48.9,42.9135,13.2187,7.8,2.8,0.175525679
13:57.7,42.9935,13.0838,9.5,2.3,0.175535679
17:36.6,42.9108,13.1177,9.3,2,0.175545679
33:27.4,42.9275,13.1063,10.9,2.6,0.175555679
42:34.0,42.8937,13.0582,10.5,2.1,0.175565679
51:25.7,42.7987,13.1262,10.4,2.2,0.175575679
56:19.4,42.7853,13.1635,11.3,2.2,0.175585679
58:14.4,42.9012,13.1093,10,2.7,0.175595679
20:16.4,42.7972,13.2043,13.3,2,0.175605679
21:10.3,43.0492,13.0965,5,2,0.175615679
34:54.2,42.6798,13.1872,11.8,2,0.175625679
42:09.9,42.8698,13.1033,10.4,2.1,0.175635679
11:42.8,42.8873,13.1085,9.4,2.3,0.175645679
44:11.0,42.7263,13.185,9,2.4,0.175655679
14:25.7,43.0078,13.0695,9.1,2.9,0.175665679
16:17.5,42.9818,13.1645,9,2.8,0.175675679
20:57.6,42.989,13.0368,8.3,2.2,0.175685679
29:19.5,42.9128,13.1977,8.2,2.2,0.175695679
30:22.3,42.9853,13.041,8.5,2.1,0.175705679
33:01.9,42.7745,13.1898,10.3,2.2,0.175715679
34:06.3,42.9032,13.0698,10.2,2.4,0.175725679
37:04.8,43.0098,13.0755,9.6,2,0.175735679
49:03.5,42.8055,13.2308,10.3,2.5,0.175745679
03:16.9,42.7683,12.7475,18.2,2.2,0.175755679
05:08.5,42.9282,13.2178,8.7,2,0.175765679
11:02.2,42.915,13.1992,9,2.5,0.175775679
14:11.2,42.8492,13.0687,10.5,2.5,0.175785679
27:46.1,42.9065,13.1827,8.3,2.2,0.175795679
43:58.6,43.0207,13.1302,8.1,2.1,0.175805679
52:55.5,42.9483,13.2242,9.3,2.2,0.175815679
56:28.2,42.9292,13.2183,9.2,2.1,0.175825679
01:30.8,42.7605,13.2122,10.1,2.2,0.175835679
02:47.0,42.8617,13.1583,9.5,2.6,0.175845679
07:13.5,42.8017,13.2157,12.4,2.3,0.175855679
17:40.4,42.9123,13.2288,8,2.4,0.175865679
22:55.3,42.8623,13.1632,11.6,2.2,0.175875679
35:29.0,42.8882,13.0998,12.5,2.6,0.175885679
44:20.7,42.8005,13.1318,9.9,2,0.175895679
49:20.7,42.9523,13.1285,10.6,2,0.175905679
51:02.1,42.8015,13.2145,12.8,2.6,0.175915679
44:20.1,42.9075,13.1892,7.9,2,0.175925679
54:59.6,43.0113,13.0732,9.5,3.1,0.175935679
00:44.8,42.9262,13.2178,9.3,2,0.175945679
04:33.8,42.964,13.044,9,2,0.175955679
07:30.5,42.8945,13.1702,10.9,2.3,0.175965679
17:03.9,42.8595,13.0905,11.9,2,0.175975679
48:48.2,42.9263,13.2468,8.7,2.4,0.175985679
49:54.8,42.9712,13.1273,10.1,2.4,0.175995679
53:10.2,42.6602,13.1802,12.3,2,0.176005679
04:37.7,42.941,13.1358,10.5,2.1,0.176015679
05:35.8,42.5787,13.254,13.2,2.3,0.176025679
10:09.3,42.7453,13.1562,9.7,2,0.176035679
15:00.6,42.7072,13.2248,11.7,2.2,0.176045679
27:23.5,42.8133,13.1218,9.8,2.1,0.176055679
31:12.8,43.0105,13.071,9.7,2.5,0.176065679
32:08.9,42.9703,13.1613,10.8,2.5,0.176075679
33:00.5,43.0247,13.0952,8.8,2.4,0.176085679
36:59.3,42.8473,13.1513,9.5,2.4,0.176095679
37:48.2,42.9767,13.1508,8.6,2.4,0.176105679
43:48.8,42.9095,13.1023,10.9,2.4,0.176115679
06:59.4,42.8967,13.1895,8.4,2.1,0.176125679
17:35.5,42.8373,13.106,10.8,2.1,0.176135679
49:50.5,43.0078,13.0657,9,2.1,0.176145679
59:38.2,42.9793,13.1445,8.9,2.2,0.176155679
13:40.0,43.1223,13.065,10.1,2.3,0.176165679
14:27.3,42.8142,13.1593,9.5,2,0.176175679
55:27.1,42.8753,13.1322,12.2,2.1,0.176185679
59:10.5,42.9473,13.1262,10.8,2.2,0.176195679
00:41.0,42.7043,13.2857,10.3,2.2,0.176205679
04:07.9,42.9013,13.1755,8.3,3.2,0.176215679
31:19.4,42.6765,13.1628,11.2,2.5,0.176225679
32:43.2,42.9997,13.0777,9.5,2,0.176235679
35:04.9,42.8948,13.172,10.3,2,0.176245679
38:37.6,43.0057,13.0757,9.4,2,0.176255679
57:09.8,42.7637,13.2443,12.2,2.4,0.176265679
29:31.6,43.033,13.1075,9.4,2.2,0.176275679
45:38.2,43.0302,13.0617,9.1,2.2,0.176285679
51:13.7,42.9702,13.0942,10.2,2.5,0.176295679
03:59.7,42.4515,13.2322,10.9,2.1,0.176305679
11:29.4,42.4533,13.2262,11.1,2.2,0.176315679
20:06.7,42.8145,12.7672,9.6,3.1,0.176325679
41:26.3,42.8858,13.139,10.1,2,0.176335679
53:30.4,43.01,13.1092,9.5,2,0.176345679
07:53.5,43.0217,13.1017,9.8,2,0.176355679
34:11.7,42.9968,13.1352,9.2,3.9,0.176365679
35:34.6,43.0138,13.1378,5.8,2.7,0.176375679
39:58.1,43.0117,13.1422,7.9,2,0.176385679
50:53.9,42.9722,13.0942,9.7,2.4,0.176395679
58:58.4,42.7485,13.1842,10.7,2.5,0.176405679
59:18.8,42.995,13.1407,8.4,3.7,0.176415679
17:44.2,42.9562,13.1125,5,2,0.176425679
25:17.9,42.911,13.19,9.8,2,0.176435679
26:02.2,42.8802,13.2138,8.7,2.2,0.176445679
27:19.1,42.9233,13.0542,11,2,0.176455679
37:36.9,42.9923,13.1318,8.7,2,0.176465679
38:16.5,42.9792,13.1322,3,2.2,0.176475679
44:47.2,42.8963,13.168,14.5,2,0.176485679
03:24.8,42.7812,13.1698,10.8,2.1,0.176495679
05:30.4,43.0697,13.0928,7.3,2.3,0.176505679
11:40.8,42.7625,13.1957,10.3,2.4,0.176515679
15:38.9,42.8548,13.238,10.1,2.3,0.176525679
43:33.8,42.7227,13.2092,10.1,4.1,0.176535679
52:59.6,43.0037,13.097,8.6,2.5,0.176545679
13:42.5,42.7242,13.222,10.5,2.3,0.176555679
38:22.3,42.8963,13.1738,11,2.2,0.176565679
51:20.1,42.8902,13.1902,11,2.6,0.176575679
52:30.7,42.8498,13.2048,9.2,2.4,0.176585679
53:57.7,42.886,13.1882,10.2,2.3,0.176595679
16:41.0,42.7167,13.2565,10.9,2.1,0.176605679
30:34.8,42.4487,13.2417,11.1,2.2,0.176615679
33:26.8,42.792,13.1585,8.7,2,0.176625679
41:26.1,42.8917,13.1923,10.9,2.2,0.176635679
46:38.8,42.8648,13.3512,21,2.2,0.176645679
02:57.2,42.9403,13.1388,9.4,2.2,0.176655679
14:47.7,42.9515,13.1357,8.6,2.5,0.176665679
15:30.6,42.8082,13.129,10.4,2.8,0.176675679
19:28.5,43.0112,13.0727,9.7,2.5,0.176685679
33:06.8,43.0093,13.0802,8.9,2.3,0.176695679
59:25.7,42.7518,13.1978,10.2,2.1,0.176705679
01:51.1,43.014,13.1348,9.2,2.1,0.176715679
06:52.3,42.8987,13.0562,9.5,2,0.176725679
12:09.1,42.718,13.2202,9.9,2,0.176735679
18:55.5,42.9912,13.1482,9.4,2.5,0.176745679
20:44.8,42.4533,13.2463,11.7,2.3,0.176755679
32:40.4,42.937,13.2045,8.3,3,0.176765679
34:14.4,42.9857,13.038,7,2.4,0.176775679
35:57.3,42.7312,13.2148,9.5,2.1,0.176785679
44:43.0,42.4517,13.2427,11.3,2.1,0.176795679
45:21.5,43.0458,13.0698,12.7,2.5,0.176805679
49:15.9,42.7763,13.1898,10.8,2.1,0.176815679
50:27.0,42.7202,13.2138,13.2,2.2,0.176825679
57:33.7,42.6918,13.175,11.3,2.1,0.176835679
04:08.0,42.8053,13.3927,10,2.2,0.176845679
18:30.3,43.0313,13.067,9.4,3.2,0.176855679
27:49.5,42.4593,13.2358,11,2.1,0.176865679
45:50.2,43.0273,13.0827,7.5,2.1,0.176875679
07:48.5,42.7148,13.2167,9.9,2,0.176885679
09:14.7,42.8147,13.436,10.5,2.1,0.176895679
15:02.5,42.7072,13.1602,12.4,2.1,0.176905679
18:03.4,42.82,13.4308,11.1,2.4,0.176915679
29:24.7,42.7975,13.2058,9.2,2.8,0.176925679
45:29.3,42.6648,13.2072,12.3,2.3,0.176935679
03:39.4,42.7885,13.2292,8.6,2,0.176945679
07:47.1,42.8703,13.1605,11.2,2.2,0.176955679
09:42.8,42.7243,13.2157,9,2,0.176965679
37:30.6,42.4765,13.2452,11.7,2.1,0.176975679
07:13.7,42.7425,13.1788,10,2,0.176985679
32:23.6,42.796,13.1385,9.8,3.9,0.176995679
43:32.3,42.69,13.1543,11.8,2.1,0.177005679
51:10.6,42.9157,13.2095,8.2,3.2,0.177015679
10:02.5,42.7608,13.0613,10.4,2.7,0.177025679
11:10.1,42.8128,13.1283,11.1,2,0.177035679
19:38.0,42.8167,13.0952,10.8,3.2,0.177045679
27:01.2,42.4453,13.241,10.7,2.8,0.177055679
40:23.3,42.8745,12.9502,10.5,2.1,0.177065679
42:48.5,42.6572,13.1828,11.3,2.5,0.177075679
55:36.4,42.8192,13.0977,11,3.1,0.177085679
05:44.3,42.4485,13.2395,11,2.2,0.177095679
17:05.5,42.4462,13.2405,11.8,2.6,0.177105679
20:47.3,42.8197,13.0445,9.9,2.3,0.177115679
24:30.1,42.9853,13.1375,6.9,2.4,0.177125679
32:16.0,42.92,13.2118,6.8,2.3,0.177135679
39:06.9,42.4505,13.2415,11.2,2.1,0.177145679
40:09.7,42.5407,13.1627,16.3,2,0.177155679
43:29.1,42.8108,13.084,10.9,2.7,0.177165679
02:01.4,42.9758,13.0697,10.8,2.3,0.177175679
32:30.0,42.4468,13.2402,11.1,2.2,0.177185679
44:54.0,42.6938,13.1722,9.6,2.3,0.177195679
06:21.4,42.8898,13.0292,10.5,2,0.177205679
12:40.8,42.8462,13.2035,13.1,2,0.177215679
41:18.2,42.6397,13.2428,12.4,2.2,0.177225679
55:46.7,42.813,13.1418,10.4,2.8,0.177235679
05:46.9,43.0478,13.1087,6.9,2.4,0.177245679
13:01.9,42.6368,13.2333,11,2.3,0.177255679
15:52.8,42.545,13.2343,10.5,3.3,0.177265679
18:15.4,42.4492,13.2422,11.2,2.3,0.177275679
19:46.9,42.4438,13.2442,11.8,2.2,0.177285679
26:58.5,42.8147,12.7587,9.7,2.6,0.177295679
40:31.8,42.449,13.2403,11.3,2.4,0.177305679
01:10.4,42.8512,13.2013,10.8,2.3,0.177315679
42:15.8,42.8232,13.1408,10.5,2.2,0.177325679
38:57.2,42.9278,13.1708,9.7,2.1,0.177335679
56:14.0,42.9898,13.042,9,2.9,0.177345679
32:19.9,43.009,13.0788,9.5,2.3,0.177355679
44:33.3,42.697,13.2108,10.7,2,0.177365679
08:54.2,42.9072,13.1658,8.6,2.5,0.177375679
09:41.3,42.9903,13.0428,6.7,2.2,0.177385679
10:27.2,42.4422,13.2487,10.8,2,0.177395679
25:14.1,42.985,13.0398,8.2,2,0.177405679
37:16.7,42.7347,13.1775,10.5,2,0.177415679
48:40.3,42.7718,13.1593,11.7,2,0.177425679
55:57.7,42.7957,13.1618,9.2,2,0.177435679
13:15.8,43.0213,13.0963,8.1,2,0.177445679
15:27.1,42.6762,13.2085,11,2.4,0.177455679
19:13.5,43.0233,13.0727,8.9,2.4,0.177465679
46:46.4,42.7013,13.1635,11,2,0.177475679
49:22.8,43.0312,13.0722,8.9,2.5,0.177485679
52:52.1,42.9465,13.1332,8.8,2.4,0.177495679
55:41.9,43.0083,13.1437,7.4,2,0.177505679
03:34.8,42.9478,13.1375,10,2.2,0.177515679
18:32.1,42.9107,12.9868,10.3,2.2,0.177525679
24:37.4,43.0068,13.0768,8.8,2.2,0.177535679
35:07.6,42.9882,13.0388,8.2,2.7,0.177545679
36:29.9,42.9875,13.0407,8.6,2.1,0.177555679
44:56.0,42.8408,13.1805,12.5,2.3,0.177565679
55:38.3,42.9942,13.0428,8.3,2.7,0.177575679
55:58.5,42.7237,13.2117,10.4,2,0.177585679
57:29.0,43.0213,13.0472,7,2.1,0.177595679
12:41.9,42.4532,13.2372,11.8,2.3,0.177605679
13:04.5,42.9418,13.2167,7.9,2.7,0.177615679
14:50.8,42.9407,13.2183,8.2,2.3,0.177625679
15:43.2,42.9875,13.0427,6.9,2.2,0.177635679
18:37.9,43.0407,13.0623,13.2,3,0.177645679
13:22.9,42.7857,13.042,10.5,2.9,0.177655679
53:54.3,42.7223,13.2158,9.5,3.3,0.177665679
58:50.9,43.0058,13.0828,9,2.3,0.177675679
15:29.9,42.9843,13.0478,4.3,2.3,0.177685679
15:56.3,42.7038,12.9718,10.9,2.3,0.177695679
27:30.3,42.8353,13.1327,9.7,2.4,0.177705679
39:09.7,42.9163,13.0507,10.2,2.3,0.177715679
45:08.5,42.8073,13.1353,10.3,2.4,0.177725679
18:59.5,42.9647,13.0503,7.5,2.9,0.177735679
21:29.8,43.0623,13.0757,9.4,2,0.177745679
25:46.8,42.9822,13.0427,7.3,2.5,0.177755679
32:32.1,43.0372,13.0757,8,2.2,0.177765679
39:54.1,42.9447,13.2057,8.9,2.3,0.177775679
40:37.9,43.0277,13.0828,9,2.3,0.177785679
49:19.0,42.9822,13.148,8.7,2.5,0.177795679
56:21.3,42.8882,13.2083,9.7,2.1,0.177805679
03:29.6,42.7142,13.224,10.8,2.2,0.177815679
11:56.4,42.8967,13.1795,10.4,2.5,0.177825679
19:48.8,43.0122,13.1115,8,2,0.177835679
31:04.2,42.9667,13.0667,9.2,2,0.177845679
43:46.2,42.6688,13.1815,10.9,2,0.177855679
02:32.9,42.7268,13.2185,9.7,2.3,0.177865679
03:41.6,42.7308,13.2168,10.3,2.2,0.177875679
10:39.0,42.983,13.1172,9.5,2.2,0.177885679
30:06.4,42.9797,13.1088,9.3,2.2,0.177895679
49:02.2,43.0698,13.0598,9,2.1,0.177905679
59:52.6,42.7298,13.1958,10.8,2.4,0.177915679
17:58.2,42.6352,13.2222,12.4,2.1,0.177925679
28:47.1,42.6698,13.2012,11.4,2.1,0.177935679
36:58.1,42.6897,13.2007,10,2.3,0.177945679
59:56.9,42.9155,13.147,8.3,2.1,0.177955679
43:07.0,42.4423,13.2433,11.4,2.5,0.177965679
01:04.0,42.5958,13.2328,12,2.3,0.177975679
37:22.3,43.0672,13.0683,9.7,2.1,0.177985679
02:10.2,42.4453,13.2447,11.1,2.6,0.177995679
22:35.6,42.8257,13.2253,12.2,2,0.178005679
30:10.6,42.6553,13.3177,12.1,2.8,0.178015679
35:30.8,42.4483,13.2435,11.3,2.1,0.178025679
10:27.0,43.0037,13.1053,2.7,2.1,0.178035679
11:25.3,42.7967,13.2135,12.8,2.6,0.178045679
05:02.0,42.4585,13.2407,9.8,2.5,0.178055679
14:40.8,42.9603,13.1505,9.2,2.1,0.178065679
20:31.7,42.9828,13.0428,6.6,2,0.178075679
28:54.5,42.6608,13.2362,12.2,2.2,0.178085679
29:32.3,42.463,13.2133,9.4,2.3,0.178095679
44:00.5,43.061,13.0858,7.6,2.3,0.178105679
01:51.9,42.9502,13.0858,9.1,3.2,0.178115679
30:52.5,42.8722,13.2278,10.3,2.1,0.178125679
52:16.4,42.8143,13.1833,9.8,2.8,0.178135679
07:10.5,42.7545,13.2552,11,2.1,0.178145679
13:17.8,43.0102,13.0752,9.9,2,0.178155679
26:32.8,43.0128,13.0817,8.8,2.5,0.178165679
32:38.3,42.8648,13.163,10.9,2.2,0.178175679
33:43.9,42.8602,13.1577,11,4,0.178185679
40:09.8,42.8553,13.172,9.6,2.2,0.178195679
06:21.2,42.9403,13.2192,8,2,0.178205679
24:06.0,42.8642,13.1553,11,2,0.178215679
29:12.2,42.9473,13.0437,11,2.1,0.178225679
37:17.9,42.8618,13.1673,10.8,2.9,0.178235679
39:03.1,42.8698,13.152,10.7,2,0.178245679
59:26.4,42.8585,13.163,10.4,2.3,0.178255679
09:52.0,42.9308,13.1967,8.2,2.1,0.178265679
14:30.4,42.6842,13.1745,10.9,2,0.178275679
25:23.2,42.8617,13.1602,11.6,2,0.178285679
31:13.5,42.8802,13.038,9.4,2.2,0.178295679
42:10.1,42.5863,13.2392,11,2.4,0.178305679
47:10.5,41.6803,13.3712,9.4,2.3,0.178315679
53:11.7,42.7328,13.2265,14,2,0.178325679
11:22.9,42.9238,13.0358,10.7,2.5,0.178335679
13:07.6,42.8622,13.2332,9.8,2,0.178345679
27:44.9,43.002,13.1167,8.5,2.3,0.178355679
50:05.3,42.737,13.1917,9.8,2.3,0.178365679
57:31.0,42.8347,13.2238,13.3,2,0.178375679
02:33.3,42.7665,13.1808,10.1,2.3,0.178385679
09:40.1,42.9332,13.2183,9,2.4,0.178395679
11:00.3,42.9175,13.1427,8.5,2.3,0.178405679
32:42.5,43.0118,13.0653,8,3.1,0.178415679
47:32.0,42.8595,13.1597,11.1,2.7,0.178425679
52:59.2,42.7742,13.0667,10.1,2.8,0.178435679
55:06.5,42.8102,13.1412,8.4,2.1,0.178445679
01:04.9,42.8702,13.1513,10.1,2.7,0.178455679
02:09.6,42.8695,13.1542,10.8,2.4,0.178465679
21:16.6,42.8313,13.1833,11.2,2,0.178475679
29:45.1,42.8825,13.1212,9.2,2,0.178485679
42:15.7,42.7578,13.18,5.7,2.4,0.178495679
01:14.7,42.717,13.2683,13.1,2.4,0.178505679
03:43.5,42.8578,13.1585,11.1,2.3,0.178515679
09:55.3,42.8708,13.1577,10.7,2,0.178525679
10:46.6,42.87,13.2417,11.7,2.2,0.178535679
17:57.5,42.998,13.041,7.8,2.3,0.178545679
22:40.7,42.8742,13.2262,10.7,2,0.178555679
11:23.8,42.6962,13.3245,10.5,2.3,0.178565679
12:23.9,42.6612,13.2097,11.1,2.1,0.178575679
33:27.6,42.8695,13.0157,11.3,2.3,0.178585679
39:29.0,43.0083,13.073,9,2.6,0.178595679
39:58.6,42.8735,13.0893,8.3,2.7,0.178605679
05:06.8,43.0073,13.0702,9.7,2.1,0.178615679
07:54.9,42.8098,13.1448,10.2,2,0.178625679
12:39.1,42.9937,13.0818,9.9,2.5,0.178635679
16:12.2,42.9085,13.1878,9.4,2,0.178645679
19:30.0,42.7747,13.1723,10,2.1,0.178655679
30:46.7,42.8107,13.1982,13,2,0.178665679
45:35.6,42.8672,13.1545,11,2,0.178675679
49:59.2,43.0123,13.0675,9.3,2.4,0.178685679
03:38.5,42.8642,13.1643,11.1,2.5,0.178695679
16:18.9,42.6653,13.2165,14,2.1,0.178705679
34:13.7,43.0548,13.0823,10,2,0.178715679
35:37.1,42.9677,13.1183,8.6,2.6,0.178725679
06:00.4,42.8348,13.1177,10.3,2.1,0.178735679
18:55.0,42.853,13.1648,10.5,2,0.178745679
27:44.4,42.6382,13.2975,10.3,2,0.178755679
31:35.4,42.863,13.1677,11.1,2,0.178765679
05:42.6,43.0125,13.0822,8.8,2.2,0.178775679
17:07.1,42.7702,13.0653,10.8,2,0.178785679
37:24.5,42.6372,13.301,9.9,2,0.178795679
04:15.2,42.7168,13.2257,11,2,0.178805679
05:38.6,43.0062,13.1437,9.6,2.2,0.178815679
44:59.6,42.851,13.0333,9.8,2.1,0.178825679
48:31.9,43.0205,13.0908,9,2.3,0.178835679
09:57.7,43.0257,13.096,8.9,2.6,0.178845679
25:13.0,42.9847,13.0582,9.8,3.1,0.178855679
29:54.3,42.9075,12.9718,11.6,2,0.178865679
42:21.8,42.9845,13.0615,9.6,2.2,0.178875679
30:17.8,42.8577,13.1642,11,2.4,0.178885679
34:19.6,42.8607,13.1627,11,3,0.178895679
35:52.3,42.8588,13.1653,11,2.3,0.178905679
02:23.9,42.8993,13.0478,9.9,2.3,0.178915679
18:51.6,42.8633,13.0837,10.1,2,0.178925679
21:08.5,42.9145,13.1283,8.8,2.1,0.178935679
33:25.3,42.9233,13.2268,8.8,2.2,0.178945679
37:10.2,43.0417,13.065,10.1,2.5,0.178955679
47:43.5,42.8857,13.3442,21.4,2.2,0.178965679
51:24.6,43.0637,13.0625,9.9,2.1,0.178975679
02:04.3,43.0437,13.0638,10.2,2.1,0.178985679
09:45.8,42.6483,13.3145,8.9,2.3,0.178995679
38:38.8,42.9337,13.1707,9.5,2.5,0.179005679
41:39.6,42.9432,13.1493,10.4,2.3,0.179015679
16:01.9,42.916,13.112,11,2.3,0.179025679
16:58.2,42.9068,13.1803,9.5,2.2,0.179035679
58:15.1,42.9453,13.15,10.3,2.4,0.179045679
05:50.4,42.8678,13.1668,10.6,2,0.179055679
22:57.7,43.045,13.0625,9.9,2.7,0.179065679
40:37.1,42.7912,13.2017,8.7,2.4,0.179075679
42:15.3,42.7783,13.1623,10.2,2.5,0.179085679
49:52.1,42.9413,13.1523,10.1,3.9,0.179095679
55:46.8,42.9428,13.163,10.9,2.2,0.179105679
03:01.1,43.0663,13.0882,9.2,2,0.179115679
16:01.2,42.7085,13.188,8.1,2,0.179125679
24:37.0,42.9432,13.1542,11.8,2.3,0.179135679
40:22.3,42.8108,13.1273,10.5,2.2,0.179145679
43:31.9,42.7072,13.21,11.5,2,0.179155679
49:03.1,42.7757,13.1523,11.9,2.2,0.179165679
22:33.2,42.8663,13.0772,11.2,2.3,0.179175679
37:11.5,42.7147,13.1303,10.8,3,0.179185679
39:27.3,43.0568,13.0953,8.6,2.3,0.179195679
34:26.5,42.9463,13.1602,10.9,2.6,0.179205679
28:31.2,43.0048,13.1278,9.4,2.1,0.179215679
38:02.3,43.1863,13.159,9.3,3.1,0.179225679
11:23.2,42.8122,13.1007,10.9,2.3,0.179235679
57:40.6,42.9472,13.2398,9.1,2.2,0.179245679
04:51.8,42.8743,13.0492,10.1,2,0.179255679
31:46.3,42.744,13.2493,10.8,2,0.179265679
47:43.0,42.8335,13.2275,13.8,2.1,0.179275679
10:55.7,42.9398,13.1973,8.5,2.7,0.179285679
54:36.2,42.959,13.1517,10.8,2.1,0.179295679
03:48.2,42.7753,13.1782,9.5,2.1,0.179305679
05:44.2,42.8667,13.0788,10.1,2.1,0.179315679
26:01.4,42.9143,13.1537,9.2,2.6,0.179325679
40:16.8,42.8668,13.2368,10.7,2.4,0.179335679
40:55.8,43.0433,13.0627,10,2.4,0.179345679
42:01.8,42.911,13.219,9.6,2.2,0.179355679
44:43.0,42.6382,13.2998,10.7,2.6,0.179365679
55:23.0,42.7297,13.2703,12.7,2.6,0.179375679
11:13.6,43.0057,13.0757,9.2,2,0.179385679
34:02.3,43.0118,13.0942,8.4,2.2,0.179395679
38:20.9,42.8207,13.0752,9.5,2.1,0.179405679
11:10.2,42.6853,13.3167,10,2,0.179415679
30:54.2,43.0575,13.0872,9.3,2.3,0.179425679
35:19.8,42.9388,13.1587,10.2,2,0.179435679
59:30.7,42.8685,13.1613,11.3,2.2,0.179445679
03:54.2,42.9052,13.1772,9.1,2,0.179455679
09:43.1,43.0613,13.0873,8.7,2.4,0.179465679
12:05.4,42.6428,13.301,10.4,2.2,0.179475679
41:40.0,43.0177,13.1053,9.4,2,0.179485679
51:57.4,42.9292,13.1392,10.2,2.4,0.179495679
11:47.7,43.0623,13.0688,8.7,2.7,0.179505679
13:41.8,43.0777,13.0822,8.7,2.1,0.179515679
14:47.4,42.7835,13.2065,9.7,2,0.179525679
22:54.8,42.784,13.1712,9.8,2.2,0.179535679
24:01.3,42.9903,13.147,9.3,2,0.179545679
43:15.6,42.6233,13.2662,12.4,2.3,0.179555679
45:53.6,42.8718,13.1348,9.1,2,0.179565679
46:46.8,42.9063,13.1107,10,2.1,0.179575679
51:08.4,42.9157,13.1783,10.1,2.3,0.179585679
52:01.4,42.7333,13.1433,10.4,2.1,0.179595679
56:46.6,43.006,13.1332,8,2,0.179605679
57:54.4,42.9582,13.1523,9.3,2.1,0.179615679
00:56.2,43.0203,13.08,9.3,2,0.179625679
23:42.6,42.9433,13.1267,10.3,2.4,0.179635679
24:13.5,42.9558,13.1527,10.8,2.3,0.179645679
34:12.8,42.9128,13.0347,10.6,2,0.179655679
56:58.5,42.9623,13.1427,7.9,2.2,0.179665679
08:31.1,43.0637,13.085,9.9,2,0.179675679
18:35.3,42.9342,13.1652,9.1,2,0.179685679
21:28.8,42.7333,13.1843,8.8,2,0.179695679
23:43.7,42.9153,13.0347,10.9,2,0.179705679
31:29.5,42.8062,13.2477,9.5,2,0.179715679
33:52.3,42.8147,13.1687,9.9,2,0.179725679
00:52.4,43.0113,13.0862,9,2.7,0.179735679
20:57.3,42.7318,13.1887,11.2,2.2,0.179745679
